,is_active,brand,piracy,A_true,A_true,A_true,A_true,A_true,A_false,A_false,A_false,A_false,A_false,internal_B_true,internal_B_true,internal_B_true,internal_B_true,internal_B_true,external_B_true,external_B_true,external_B_true,external_B_true,external_B_true,B_true,B_true,B_true,B_true,B_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,external_C_true,external_C_true,external_C_true,external_C_true,external_C_true,C_true,C_true,C_true,C_true,C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,automatization_A,automatization_A,automatization_A,automatization_A,automatization_A,automatization_B,automatization_B,automatization_B,automatization_B,automatization_B,automatization_C,automatization_C,automatization_C,automatization_C,automatization_C
,unique,unique,unique,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4
contractid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,active,1,0,0.0,246.25,1078.5,3832.0,114800.0,0.0,0.0,0.0,9.0,2637.0,0.0,1.5,80.5,307.75,8689.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,80.5,307.75,8689.0,0.0,45.25,181.0,582.0,12572.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,181.0,582.0,12572.0,0.0,0.0,0.0,0.005319148925,6.559181349099999,0.0,0.0,0.0,0.1844680851,20.972577604600005,0.0,0.0,0.0,1.4721398487000001,43.3247792052,0.0,332.75,1510.5,3066.25,60457.0,0.0,221.375,1038.0,2559.875,49651.0,0.0,69.75,386.0,1186.25,25500.0,0.0,451.75,2146.0,5140.25,98781.0,0.0,124.75,653.0,1695.0,33614.0,0.0,47.75,410.5,1197.0,24472.0,0.0,0.0,0.0,3.54,69.83000000000001,0.0,0.0,0.0,0.0,1.16,0.0,0.11750000000000001,0.8899999999999999,4.21,85.86
156,active,1,0,121.0,3182.75,9631.5,20824.75,415727.0,0.0,4.5,31.0,223.75,5220.0,0.0,0.0,247.5,4779.5,96440.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,439.5,4979.5,100007.0,0.0,19.5,650.0,4911.25,97399.0,0.0,0.0,0.0,0.0,19.0,0.0,26.5,658.0,4919.25,97624.0,0.0,0.0,0.01117318435,3.1105418943250003,61.527831238800005,0.0,0.0,0.31285116245,5.699021520824999,99.86041517710001,0.0,0.0,1.1709316018,7.791999135599999,131.9112420277,0.0,62.0,313.0,1247.5,27914.0,0.0,35.875,222.5,957.0,23872.5,0.0,5.75,34.5,339.25,11223.0,0.0,491.5,2038.0,4903.0,95643.0,0.0,27.5,133.0,696.25,19296.0,0.0,5.5,66.0,531.125,16455.0,0.0,0.0,0.095,2.3625,56.46999999999999,0.0,0.015,0.58,3.4075000000000006,72.31,0.0,0.0,0.0,0.0,0.45
157,inactive,1,0,0.0,0.0,0.0,0.0,8609.0,0.0,0.0,0.0,0.0,9491.0,0.0,0.0,0.0,0.0,2923.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2928.0,0.0,0.0,0.0,0.0,2537.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2548.0,0.0,0.0,0.0,0.0,0.9059167969000002,0.0,0.0,0.0,0.0,2.7738632168,0.0,0.0,0.0,0.0,10.133813650899999,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,1048.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,229.5,0.0,0.0,0.0,0.0,0.7100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,active,1,0,0.0,6.25,85.0,254.75,5720.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,5.0,535.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,540.0,0.0,0.0,0.5,19.5,567.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,19.5,570.0,0.0,0.0,0.0,0.0,6.428571428500001,0.0,0.0,0.0,0.0,10.499999999900002,0.0,0.0,0.0,0.0,20.142857142599997,0.0,0.0,0.0,163.25,8241.0,0.0,0.0,0.0,139.0,7946.5,0.0,0.0,0.0,104.75,6294.0,0.0,0.0,0.0,275.75,12175.0,0.0,0.0,0.0,36.5,3045.0,0.0,0.0,0.0,32.75,3131.0,0.0,0.0,0.0,0.7825,37.440000000000005,0.0,0.0,0.0,0.10500000000000001,12.95,0.0,0.0,0.0,0.0,0.0
159,active,1,0,0.0,181.0,1245.0,4532.0,118241.0,0.0,2.5,71.5,425.0,12862.0,0.0,0.0,0.0,62.25,5814.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,62.25,5863.0,0.0,4.5,44.0,166.25,5175.0,0.0,0.0,0.0,0.0,11.0,0.0,4.5,45.0,173.25,5259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6386743886,0.0,0.0,0.0,0.11091686087500001,23.785785385300002,0.0,0.0,377.5,1335.75,26114.0,0.0,0.0,358.0,1310.75,25567.0,0.0,0.0,134.0,775.5,17474.0,0.0,0.0,558.5,1943.75,36966.0,0.0,0.0,128.5,601.0,13543.0,0.0,0.0,131.5,591.875,13614.5,0.0,0.0,0.005,1.1800000000000002,43.1,0.0,0.0,0.05500000000000001,0.7875000000000001,19.89,0.0,0.0,0.0,0.0,0.06999999999999999
160,active,1,0,35.0,1280.5,4076.5,9737.5,268899.0,0.0,10.5,212.0,1047.25,22444.0,0.0,13.0,232.0,1403.75,51620.0,0.0,0.0,0.0,27.0,1221.0,0.0,25.0,342.0,1604.75,55353.0,0.0,130.25,574.5,1714.0,42945.0,0.0,0.0,0.0,20.25,729.0,0.0,130.25,603.0,1811.0,44545.0,0.0,0.0,0.04260961805,0.992503488575,26.824694585099998,0.0,0.0,0.5179417602,3.6131766525749995,69.87975300039999,0.0,0.043644162875,2.1268148228,6.747953560375,125.67091427049999,0.0,203.5,683.0,1556.75,31745.0,0.0,91.75,430.0,1247.5,26041.5,0.0,10.0,53.5,193.0,4285.0,0.0,471.25,2179.0,4735.0,91045.0,0.0,86.75,321.5,745.75,15373.0,0.0,38.25,206.0,558.5,11692.5,0.0,0.0,1.68,6.9625,120.86999999999999,0.0,0.0,0.0,0.0975,6.640000000000001,0.0,0.0,0.0,0.0,0.16000000000000003
161,active,1,0,50.0,1715.5,5733.0,13116.75,277497.0,0.0,4.75,139.0,730.25,35140.0,0.0,0.0,293.0,2272.0,46932.0,0.0,0.0,0.0,1.25,774.0,0.0,0.0,439.0,2468.0,50760.0,0.0,193.25,868.5,2079.75,44951.0,0.0,0.0,0.0,1.25,188.0,0.0,225.25,910.0,2156.0,46484.0,0.0,0.0,0.0,0.05164590165,6.3622319334999995,0.0,0.0,0.0,0.34359266445,19.611728692,0.0,0.0,0.054232804200000005,1.2563496426,41.58530650190001,0.0,264.75,1178.5,3503.25,67508.0,0.0,195.0,1111.0,3447.25,65901.0,0.0,23.5,383.0,1733.0,36487.0,0.0,692.5,3010.0,6589.0,128721.0,0.0,130.25,760.0,2784.25,53826.0,0.0,67.5,629.5,2626.0,50071.5,0.0,0.0,0.15500000000000003,3.1025,61.67000000000001,0.0,0.20749999999999996,1.605,5.3025,105.28000000000002,0.0,0.0,0.0,0.0,0.06999999999999999
162,inactive,1,0,0.0,0.0,101.5,879.0,10116.0,0.0,0.0,0.0,1.5,8932.0,0.0,0.0,0.0,4.75,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1224.0,0.0,1.75,16.0,71.0,1967.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,16.0,71.0,1967.0,0.0,0.0,0.0,0.15000000000000002,10.470588235300001,0.0,0.0,0.0,1.1062500000000002,19.86875,0.0,0.0,0.0,1.24375,21.05625,0.0,0.0,56.0,550.0,7624.0,0.0,0.0,48.5,517.375,7389.5,0.0,0.0,28.5,217.25,4568.0,0.0,0.0,99.0,878.0,10614.0,0.0,0.0,24.5,206.25,4023.0,0.0,0.0,16.5,200.75,3972.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,active,1,0,37.0,827.75,2457.0,4873.0,100929.0,0.0,0.0,12.5,808.75,86141.0,0.0,61.5,767.5,2439.5,48782.0,0.0,0.0,0.0,0.0,3.0,0.0,61.5,767.5,2439.5,48794.0,0.0,332.5,987.0,2474.0,51481.0,0.0,0.0,0.0,0.0,0.0,0.0,332.5,987.0,2474.0,51481.0,0.0,0.0,0.0,0.9914434140999999,28.4908996134,0.0,0.0,0.0,2.264792990175,50.899181556100004,0.0,0.0,0.391118159,4.923223731725,90.0219909027,0.0,95.5,492.5,1656.25,33102.0,0.0,83.0,402.0,1476.0,29316.0,0.0,2.75,57.5,510.5,12591.0,0.0,342.5,1496.0,3996.75,77770.0,0.0,43.5,289.5,1089.0,22562.0,0.0,26.5,161.0,846.75,17124.5,0.0,0.0,0.06,2.6825,53.89999999999999,0.0,0.0,0.0,0.0,1.5,0.0,0.0275,0.23500000000000001,0.7725,16.560000000000002
164,inactive,1,0,0.0,113.0,625.0,1284.0,7178.0,0.0,25.0,5612.0,16013.0,87699.0,0.0,72.0,216.0,572.0,3446.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,216.0,572.0,3446.0,0.0,25.0,191.0,524.0,2995.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,191.0,524.0,2995.0,0.0,0.0,1.0751203852,2.5524467398,13.470723305600002,0.0,0.0,1.4034242911000003,3.0324376135,16.267061021099998,0.0,0.0,1.6391032325000001,3.5094826495000007,18.478853749700004,0.0,0.0,18.0,46.0,250.0,0.0,0.0,13.0,27.0,157.0,0.0,0.0,1.0,3.0,25.0,0.0,0.0,68.0,240.0,1383.0,0.0,0.0,11.0,29.0,162.0,0.0,0.0,3.0,12.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,inactive,1,0,0.0,0.0,0.0,20.0,326.0,0.0,0.0,0.0,197.0,856.0,0.0,0.0,0.0,44.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,242.0,0.0,0.0,5.0,65.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,213.0,0.0,0.0,0.0,0.5344827585999999,1.8771846953,0.0,0.0,0.0,0.7758620690000001,2.551724138,0.0,0.0,0.6000000000000001,1.5137931034000003,4.6275862068,0.0,0.0,12.0,32.0,122.0,0.0,0.0,11.0,24.0,96.0,0.0,0.0,7.0,16.0,76.0,0.0,0.0,26.0,81.0,259.0,0.0,0.0,4.0,15.0,73.0,0.0,0.0,3.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
166,inactive,1,0,0.0,0.0,0.0,30.75,7373.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.25,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,359.0,0.0,0.0,0.0,12.25,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,385.0,0.0,0.0,0.0,0.0,1.5340909091000001,0.0,0.0,0.0,0.0,2.8423753665000002,0.0,0.0,0.0,0.0,6.8885630497,0.0,0.0,0.0,276.75,8809.0,0.0,0.0,0.0,277.5,8750.0,0.0,0.0,0.0,221.25,7987.0,0.0,0.0,0.0,336.75,10169.0,0.0,0.0,0.0,229.0,8194.0,0.0,0.0,0.0,220.75,8143.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47
167,active,1,0,0.0,3289.25,10349.5,22125.5,490231.0,0.0,43.25,202.0,451.5,9939.0,0.0,1383.5,4901.5,11449.0,260325.0,0.0,0.0,0.0,0.0,3.0,0.0,1384.5,4903.5,11451.0,260371.0,0.0,1625.25,4774.0,10302.5,232634.0,0.0,0.0,0.0,0.0,3.0,0.0,1625.25,4775.0,10303.5,232656.0,0.0,0.24760728430000004,1.8031871925000003,5.0307655782500005,100.7045393963,0.0,0.6889048224250001,2.9981233561,7.594709082424999,146.0632341274,0.0,1.9558524969500002,6.317308728850001,12.318889175525001,240.29062508550004,0.0,135.5,454.5,951.75,18850.0,0.0,77.25,262.0,570.5,11420.0,0.0,4.75,24.5,50.0,1108.0,0.0,841.25,3117.5,6828.75,132453.0,0.0,56.25,281.0,685.5,13119.0,0.0,22.75,106.5,310.25,6212.0,0.0,0.0,0.02,1.8725,51.89000000000001,0.0,0.0,0.0,0.38749999999999996,12.6,0.0,0.0,0.0,0.1175,23.35
168,inactive,1,0,0.0,344.5,819.0,1488.25,9757.0,0.0,16.5,61.5,137.5,862.0,0.0,128.5,353.0,929.5,5734.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,353.0,929.5,5734.0,0.0,113.75,373.0,762.75,4919.0,0.0,0.0,0.0,0.0,0.0,0.0,113.75,373.0,762.75,4919.0,0.0,0.6157624934250001,1.66000223115,3.1488548058,19.7605741159,0.0,0.9795484702250001,2.3766613636500002,4.064941016000001,26.472696197300003,0.0,1.1769624361750002,3.0247648915500003,5.0698501095749995,32.4384238017,0.0,23.5,67.5,122.25,853.0,0.0,11.0,33.5,73.25,527.0,0.0,0.25,2.5,7.25,49.0,0.0,75.75,286.5,646.5,3997.0,0.0,16.25,48.5,89.75,638.0,0.0,6.0,18.0,37.125,255.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.15250000000000002,1.125,2.5500000000000003,15.270000000000001
169,active,1,0,145.0,2635.0,9083.0,25097.5,497398.0,0.0,481.5,6033.0,16617.5,349667.0,9.0,309.5,1251.0,2683.0,53405.0,0.0,0.0,0.0,0.0,26.0,9.0,313.5,1273.0,2705.0,53835.0,6.0,318.5,1020.0,2560.0,48625.0,0.0,0.0,0.0,0.0,31.0,6.0,318.5,1023.0,2566.0,48753.0,0.0,0.14276011707500003,0.9082381884499999,3.1103924429,62.87360785074999,0.0,0.30735893054999996,1.9395779110999998,5.702891817199999,107.549396792,0.0,1.2113467501000001,4.3576781351000005,9.83630225705,184.89678639790006,0.0,215.5,781.0,1705.0,32544.0,0.0,113.5,565.0,1403.5,26767.0,0.0,7.0,46.0,112.5,2452.0,0.0,546.5,2107.0,4635.0,89108.0,0.0,62.0,282.0,748.0,14188.0,0.0,32.0,146.5,465.5,9422.5,0.0,0.18000000000000002,1.55,5.635,103.46000000000001,0.0,0.42500000000000004,3.38,8.555,153.56000000000003,0.0,0.075,1.06,3.66,66.91000000000001
170,active,1,0,0.0,83.5,486.0,1874.0,42943.0,0.0,0.0,0.0,0.5,2356.0,0.0,0.0,4.0,62.5,2555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.5,2555.0,0.0,7.0,34.0,125.0,3006.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,125.0,3006.0,0.0,0.0,0.0,0.0,4.19011439995,0.0,0.0,0.0,0.0,11.543509999,0.0,0.0,0.0,0.9564102564000001,34.601048951,0.0,0.0,226.0,1449.0,27173.0,0.0,0.0,228.0,1446.5,28043.5,0.0,0.0,50.0,633.5,14126.0,0.0,0.0,452.0,2210.5,40118.0,0.0,0.0,36.0,540.0,12665.0,0.0,0.0,35.0,488.5,13280.5,0.0,0.0,0.27,3.405,67.13,0.0,0.015,0.74,4.03,73.56,0.0,0.0,0.0,0.66,17.619999999999997
171,active,1,0,0.0,770.0,3578.0,8466.0,164355.0,0.0,0.0,145.0,1060.0,23887.0,0.0,18.5,284.0,895.5,17531.0,0.0,0.0,0.0,0.0,8.0,0.0,22.5,288.0,900.5,17643.0,1.0,74.5,282.0,677.5,14712.0,0.0,0.0,0.0,0.0,1.0,1.0,74.5,282.0,678.5,14727.0,0.0,0.0,0.0,1.0825066138000001,31.164375664700003,0.0,0.0,0.0,2.64544002595,55.45450588309999,0.0,0.0,0.7476958525999999,6.0626251609,103.42861581189999,0.0,88.5,405.0,1435.5,27972.0,0.0,50.25,340.5,1316.0,26798.5,0.0,10.5,51.0,404.5,9151.0,0.0,242.0,911.0,2644.0,50865.0,0.0,39.5,209.0,703.5,15680.0,0.0,25.5,161.0,632.0,14870.5,0.0,0.025,0.35000000000000003,3.635,69.04,0.0,0.0,0.02,0.55,12.370000000000001,0.0,0.015,0.38,2.17,48.37
172,active,1,0,0.0,0.5,35.0,363.5,9211.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2911.0,0.0,0.0,0.0,0.0,2886.5,0.0,0.0,0.0,0.0,2855.0,0.0,0.0,0.0,0.0,3146.0,0.0,0.0,0.0,0.0,977.0,0.0,0.0,0.0,0.0,984.5,0.0,0.0,0.8,3.1,67.97999999999999,0.0,0.0,0.0,0.005,4.96,0.0,0.0,0.0,0.0,7.790000000000001
173,inactive,1,0,82.0,505.0,1180.0,2344.0,21068.0,2.0,18.0,68.0,398.0,5892.0,0.0,0.0,3.0,17.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,175.0,0.0,1.0,6.0,19.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,166.0,0.0,0.0,0.0,0.0,1.3939393939000002,0.0,0.0,0.0,0.0,1.4848484848,0.0,0.0,0.0,0.33333333330000003,5.2554112554,0.0,47.0,238.0,603.0,5247.0,0.0,43.5,251.5,630.5,5413.5,0.0,11.0,116.0,438.0,3939.0,0.0,48.0,347.0,825.0,6703.0,0.0,15.0,153.0,489.0,4330.0,0.0,2.0,116.0,481.0,4162.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,inactive,1,0,954.0,23352.5,54408.0,102837.5,1817741.0,1.0,68.0,533.0,4452.5,152998.0,657.0,18483.5,44862.0,88174.5,1570709.0,0.0,0.0,81.0,416.0,7064.0,657.0,18833.5,45554.0,88972.5,1587004.0,729.0,16256.0,42787.0,91058.5,1530878.0,0.0,0.0,32.0,191.0,3625.0,729.0,16460.0,43213.0,91657.0,1541882.0,0.0533304776,0.8978013282499999,2.5297337971000005,5.254273084000001,89.78544590140004,0.0614692654,1.33234437175,3.8338777645000004,7.735324257649999,129.73428193869998,0.1057233704,2.1251308641,6.3247156459000005,11.7071764415,195.84835773070003,2.0,99.5,286.0,634.0,10803.0,2.0,69.0,185.0,429.5,7604.0,0.0,0.5,7.0,13.5,234.0,5.0,745.0,2684.0,5610.0,92389.0,3.0,66.0,219.0,511.0,8635.0,3.0,40.5,121.0,296.5,5419.0,0.0,0.38000000000000006,2.5700000000000003,6.695,107.69000000000001,0.01,0.405,2.9200000000000004,7.6000000000000005,119.3,0.0,1.63,5.0,9.075,151.31
175,inactive,1,0,398.0,5500.0,12708.0,21316.5,380639.0,0.0,56.0,496.0,1953.0,30979.0,33.0,1188.0,4879.0,10721.5,176823.0,0.0,0.0,0.0,94.5,3923.0,191.0,1954.5,6083.0,12008.0,204122.0,40.0,1239.5,3952.0,8646.0,145354.0,0.0,0.0,16.0,157.0,3727.0,68.0,1463.5,4677.0,9492.0,160785.0,0.0,0.6390368662999999,2.6216202439,5.69619356075,94.44773239730002,0.0,1.2212917887999999,4.5248249825,9.2378601592,150.9822446426,0.0,2.58166175705,6.881081955800001,12.697070390249998,212.9110103855,6.0,114.0,310.0,649.5,11567.0,3.0,68.75,202.5,420.5,7919.5,0.0,0.5,7.0,13.5,292.0,20.0,747.5,2045.0,4223.0,71437.0,4.0,63.5,161.0,369.0,6717.0,2.0,27.5,85.5,189.5,3942.0,0.0,0.0,0.30000000000000004,2.745,49.44,0.0,0.0,0.0,0.6,13.83,0.0,0.0,0.35,1.335,21.43
176,inactive,1,0,103.0,166.5,230.0,382.0,867.0,0.0,1.0,2.0,4.0,8.0,8.0,49.0,90.0,144.0,296.0,0.0,0.0,0.0,0.0,0.0,8.0,49.0,90.0,144.0,296.0,8.0,15.0,22.0,60.0,128.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,22.0,60.0,128.0,0.4285714286,0.69668737065,0.9648033127,1.4648033127,3.3581780539999997,0.6956521739,1.1956521739000001,1.6956521739000001,2.1956521739,5.0869565217,0.768115942,1.268115942,1.768115942,2.268115942,5.304347826000001,18.0,31.5,45.0,62.5,143.0,21.0,37.0,53.0,70.25,161.5,6.0,9.0,12.0,17.5,41.0,25.0,43.0,61.0,98.5,222.0,4.0,7.5,11.0,18.0,40.0,5.0,8.0,11.0,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,inactive,1,0,28.0,46.5,65.0,105.5,239.0,0.0,0.0,0.0,0.0,0.0,24.0,38.5,53.0,90.0,204.0,0.0,0.0,0.0,0.0,0.0,24.0,38.5,53.0,90.0,204.0,29.0,46.0,63.0,92.0,213.0,0.0,0.0,0.0,0.0,0.0,29.0,46.0,63.0,92.0,213.0,0.2222222222,0.339869281,0.45751633980000006,0.72115270345,1.6645276291000002,0.23529411760000002,0.5262032085,0.8171122994,1.3171122994,2.8695187164,0.4117647059,0.7208556150000001,1.0299465241,1.5299465241,3.4716577541,14.0,28.0,42.0,56.5,127.0,13.0,20.0,27.0,45.0,103.0,4.0,6.0,8.0,15.0,34.0,18.0,36.0,54.0,87.5,193.0,10.0,20.5,31.0,43.5,97.0,6.0,11.0,16.0,34.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,inactive,1,0,0.0,0.0,5.5,45.5,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,240.0,0.0,0.0,2.5,14.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,14.0,264.0,0.0,0.0,0.0,0.0,4.2155172414,0.0,0.0,0.0,0.0,4.4655172414,0.0,0.0,0.0,0.0,8.3793103449,0.0,0.0,130.5,1006.75,13013.0,0.0,0.0,116.5,934.25,12268.0,0.0,0.0,109.0,679.25,9977.0,0.0,0.0,147.5,1205.5,15486.0,0.0,0.0,39.5,439.75,6149.0,0.0,0.0,10.5,322.25,5108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,inactive,1,0,3.0,314.5,983.0,2176.0,35528.0,0.0,0.0,3.5,105.0,2281.0,0.0,0.0,4.5,385.75,8975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,385.75,8975.0,0.0,2.75,25.0,349.75,8710.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,25.0,349.75,8710.0,0.0,0.0,0.0,0.21228324627500003,8.9679336515,0.0,0.0,0.0,1.3813159879749999,25.634684034000003,0.0,0.0,0.5366300366,4.938982409225001,64.3897367574,0.0,0.0,105.5,338.5,6865.0,0.0,0.0,83.0,308.875,6677.0,0.0,0.0,11.5,88.75,3199.0,0.0,0.0,259.5,1159.0,17076.0,0.0,0.0,74.5,210.75,5275.0,0.0,0.0,46.0,159.75,4733.0,0.0,0.0,0.0,2.23,36.46,0.0,0.0,0.0,0.0,0.47000000000000003,0.0,0.0,0.0,0.04,10.810000000000002
181,inactive,1,0,211.0,569.0,938.0,1321.0,6332.0,0.0,1.0,7.0,19.0,103.0,0.0,279.0,659.0,1125.0,4856.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,659.0,1125.0,4856.0,0.0,170.0,467.0,891.0,4248.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,467.0,891.0,4248.0,0.0,0.6733870968000001,1.5601795496000002,2.5022848128,8.202633313400002,0.0,0.7755376344,1.7544850028,2.7463987494,9.0169029762,0.0,0.9623655914,1.9564484316000001,2.9537530138,9.8263200506,0.0,5.0,14.0,40.0,132.0,0.0,4.0,15.0,42.0,138.0,0.0,1.0,2.0,3.0,15.0,0.0,48.0,125.0,212.0,685.0,0.0,1.0,4.0,8.0,29.0,0.0,1.0,4.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.08,3.2600000000000002
